2025-10-18,23:56:31,228.6,N,0.000,N,50.0,N,0.0,0
2025-10-18,23:57:30,226.8,N,0.000,N,50.0,N,0.0,0
2025-10-18,23:57:34,228.5,N,0.000,N,49.9,N,0.0,0
2025-10-18,23:58:31,226.7,N,0.000,N,50.0,N,0.0,0
2025-10-18,23:58:34,228.2,N,0.000,N,49.9,N,0.0,0
2025-10-18,23:59:36,226.5,N,0.000,N,50.0,N,0.0,0
2025-10-18,23:59:38,227.6,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:00:47,228.7,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:01:42,226.8,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:01:46,228.5,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:02:09,227.3,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:02:46,226.1,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:02:50,227.8,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:03:56,229.2,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:04:52,227.7,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:04:54,228.9,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:05:53,227.6,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:05:57,229.5,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:06:55,227.5,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:06:59,229.1,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:07:55,226.8,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:07:57,228.1,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:09:00,229.2,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:10:00,228.0,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:10:04,229.6,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:11:04,227.5,N,0.000,N,49.9,N,0.0,0
2025-10-19,00:11:07,229.0,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:12:04,226.9,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:12:08,228.6,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:13:09,227.2,N,0.000,N,49.9,N,0.0,0
2025-10-19,00:13:11,228.5,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:14:03,229.6,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:14:13,228.0,N,0.000,N,50.0,N,0.0,0
2025-10-19,00:14:15,229.2,N,0.000,N,50.0,N,0.0,0
